ID,Adresse,Beschreibung,Nummer,Auch mit Gebühr,created,likes,Status,status_reason,position
799,"Baerwaldstraße 19, 10961 Berlin","Eingang Reinhardswald-Grundschule (Baerwaldstraße), hier gibt es nur 'Ringe am Zaun', die Eltern der Schule montiert haben. Diese sind weder ausreichend (zahlenmäßig) noch sicher (häufige Diebstähle). Errichtung Richtung Kita oder auf dem 'Parkstrei",12,False,2019-09-22T20:08:47+00:00,,report_verification,,"52.4911640526908,13.4006828375806"
800,"Karl-Marx-Allee 110, 10243 Berlin","Am U Bahnhof Weberwiese vor dem Pretty Cafe Deli, viel zu wenige Möglichkeiten zum Fahrrad abstellen",6,True,2019-09-22T20:09:42+00:00,,report_verification,,"52.5165683740589,13.4461123568309"
801,"Monumentenstraße 29, 10965 Berlin",es gibt großen bedarf rund um den eingang zum gleisdreieckpark an der monumentenbrücke,12,True,2019-09-22T20:13:33+00:00,,report_verification,,"52.4879395212667,13.374022234437"
802,"Mehringdamm 120, 10965 Berlin",Die Fahrradbügel am U-Bhf reichen nicht aus,4,False,2019-09-22T21:52:18+00:00,,report_verification,,"52.4861607096195,13.3859621380255"
803,"Schleiermacherstraße 25, 10961 Berlin","Vor dem Bio-Supermarkt: die vorhandenen Fahrradbügel reichen nicht aus.  Außerdem stehen die auf dem Bürgersteig, auf dem einfach nicht genug Platz ist.",12,False,2019-09-22T21:57:41+00:00,,report_verification,,"52.4892562862773,13.397550489236"
804,"Bergmannstraße 34, 10961 Berlin",Dort befindet sich eine Postfiliale. Mehr muss man ja wohl nicht sagen.,12,False,2019-09-22T21:59:49+00:00,,report_verification,,"52.4889154592055,13.3982261370126"
805,"Hasenheide 3, 10967 Berlin",vor Karstadt,12,False,2019-09-22T22:06:02+00:00,,report_verification,,"52.4866672146612,13.4236822080576"
806,"Gneisenaustraße 64, 10961 Berlin","Kneipe, Gäste,...",3,False,2019-09-22T22:20:33+00:00,,report_verification,,"52.4900955684806,13.4028374717432"
807,"Dresdener Straße 8, 10999 Berlin","Am Ende der Dresdner Straße, sind zwei Kitas und morgens gibt es nicht genügend Möglichkeiten die Räder abzuschließen.",3,False,2019-09-23T06:53:06+00:00,,report_verification,,"52.5002414532569,13.4175867468507"
808,"Bernburger Straße 25, 10963 Berlin","An dieser Stelle ist eine Hochschule und keine Möglichkeit das Fahrrad abzustellen. Am Haus ggü ist ""Fremdparken"" nicht erwünscht.",12,False,2019-09-23T07:20:13+00:00,,report_verification,,"52.5051918759717,13.3779769653307"
809,"Askanischer Platz 4, 10963 Berlin",Wegen zahlreicher Büros zu wenige Fahrradabstellplätze an Westseite des Askanischen Platzes. Fahrräder werden stattdessen an Gittern der Rasenumrandung angeschlossen und stören dort Fußgänger. Auch Fahrradständer an Südseite (hinter Bushaltestell,12,False,2019-09-23T08:13:55+00:00,,report_verification,,"52.5042999273497,13.3811924117759"
810,"Bernburger Straße 25, 10963 Berlin",Gegenüber der Bernburger Str. 24/25 ist ein Spielplatz und evtl. Platz für mehrere Radbügel vorhanden.,1,False,2019-09-23T08:21:13+00:00,,report_verification,,"52.5051509412102,13.3778642846033"
811,"Dirschauer Straße 9, 10245 Berlin",Hier befindet sich ein Café und es gibt in der Straße überhaupt keine Abstellplätze für Fahrräder.,3,False,2019-09-23T08:32:03+00:00,,report_verification,,"52.507529991041,13.4564890765155"
812,"Wassertorstraße 63, 10969 Berlin",Hier gibt es Arzt- und Physiopraxen.,4,False,2019-09-23T08:50:12+00:00,,report_verification,,"52.4995157600054,13.4094741683771"
813,"Mehringdamm 90, 10965 Berlin","Für den gesamten Mehringdamm werden Fahrradbügel benötigt , es sind so gut wie keine vorhanden.",5,False,2019-09-23T09:22:33+00:00,,report_verification,,"52.4884745199722,13.3860898856198"
814,"Adalbertstraße 16, 10997 Berlin",Mehrere Arztpraxis...,4,False,2019-09-23T12:30:02+00:00,,report_verification,,"52.5018714282673,13.4197742471979"
815,"Bäckerei Backfee, Jungstr. 10, Berlin, 10247","An der Ecke Scharnweberstraße/Jungstraße stehen neben den Tischen und Stühlen der Bäckerei immer viele Fahrräder auf dem vielgenutzten Gehweg, der dadurch oft zum Slalomparkours wird. Wenn es Bügel auf der Straße gibt, kann auch endlich der Werbe-",4,False,2019-09-23T13:10:56+00:00,,report_verification,,"52.5126584011233,13.4668136818425"
816,"Riemannstraße 3, 10961 Berlin",Zwischen Riemannstr 3 und 5 sind regelmäßig ca. 10 Fahrräder an die jungen Bäume gekettet. Auf der gegenüberliegenden Straßenseite stehen ähnlich viele. Dadurch könnten die Bäume beschädigt werden und die Bepflanzung der Baumscheiben ist mittle,5,False,2019-09-23T15:24:11+00:00,,report_verification,,"52.4902154503451,13.3933608494913"
817,"Mittenwalder Straße 1, 10961 Berlin","Guten Tag, in der Mittenwalder Straße gibt es im Abschnitt zwischen Blücherstr und Fürbringerstr keine Möglichkeit Fahrräder anzuschließen. Es gibt nur wenige Laternen, die aber meistens dauerhaft besetzt sind. Wir würden uns sehr über Fahrradbü",4,False,2019-09-23T16:14:08+00:00,,report_verification,,"52.4948095613057,13.3974490196282"
818,"Alexandrinenstraße 115, 10969 Berlin",Ein mix für Räder und ein lastenrad,8,False,2019-09-24T05:34:34+00:00,,report_verification,,"52.5019507495144,13.4025771555873"
819,"Bergmannstraße 59, 10961 Berlin","Das ist vor einem Gebäude mit Arzpraxis zwei Cafes und einer großen Schule nebenan, da gibt es nie freie Bügel für Fahrräder",9,False,2019-09-24T07:46:21+00:00,,report_verification,,"52.488797521673,13.4028331859076"
820,"Friedrichsberger Straße, 10243 Berlin",Fahrräder werden in der Friedrichsberger Strasse meist in den Baumscheiben an den Baumschutzbügeln angeschlossen.,8,False,2019-09-24T07:50:55+00:00,,report_verification,,"52.5200501568312,13.4336068401651"
821,"Manteuffelstraße 55, 10999 Berlin","Auf der Staße gibt es Cafes und Restaurants, jedoch keine Radstellplätze. Die neuen Bügel vor der LPG sind immer von Einkaufenden belegt. Ich bin Anwohnerin und parke eh meist im Hof, aber wenn ich mein Rad kurz mal draußen lassen wollte hätte ich P",4,False,2019-09-24T09:08:02+00:00,,report_verification,,"52.4975055432803,13.4247877649491"
822,"Monumentenstraße 21, 10965 Berlin",Stellplätze für Fahrräder ; alternativ gegenüber am Eingang zum Viktoriapark,5,True,2019-09-24T09:15:53+00:00,,report_verification,,"52.4875439045573,13.376345199106"
823,"Obentrautstraße 72, 10963 Berlin",,12,False,2019-09-24T09:50:37+00:00,,report_verification,,"52.4972866610235,13.3804141656162"
824,"Scharnweberstraße 45, 10247 Berlin","In diesem Haus befindet sich u.a. eine Wohnetage für behinderte Menschen sowie ein Architekturbüro sowie ca. 11 weitere Wohnungen, wo Familien mit insgesamt 9 Kindern wohnen. Der Pflegedienst benötigt tagsüber und die Bewohner nachts mindestens 3 - 4",4,True,2019-09-24T10:42:25+00:00,,report_verification,,"52.5127383362884,13.4661292053763"
825,"Rossmann, Friedrichstraße 246, Berlin, 10969",Benötigte Fahrradabstellstandort,2,False,2019-09-24T11:23:59+00:00,,report_verification,,"52.5001842746152,13.3915114205149"
826,"Zeughofstraße 23, 10997 Berlin",benötigte Fahradabstellort,2,False,2019-09-24T11:30:37+00:00,,report_verification,,"52.5002708393463,13.4338747524478"
827,"Obentrautstraße 34, 10963 Berlin",Stellplätze für Lastenräder,2,False,2019-09-24T11:32:58+00:00,,report_verification,,"52.4967625466484,13.3853520424355"
828,"Lindenstraße 20, 10969 Berlin",benötigte Fahrradabstellstandort,2,False,2019-09-24T11:46:11+00:00,,report_verification,,"52.5038585382083,13.3962639156907"
829,"Lindenstraße 85, 10969 Berlin",benötigte Fahradabstellort,2,False,2019-09-24T11:47:36+00:00,,report_verification,,"52.5038676416763,13.3957486302627"
830,"Markgrafenstraße 11, 10969 Berlin",benötigte Fahrradabstellstandort,3,False,2019-09-24T11:49:55+00:00,,report_verification,,"52.5052037644306,13.394695098351"
831,"Rudi-Dutschke-Straße 26, 10969 Berlin",benötigte Fahrradabstellstandort,3,False,2019-09-24T11:51:53+00:00,,report_verification,,"52.5067657355797,13.3912668736302"
832,"Friedrichstraße 227, 10969 Berlin",benötigte Fahrradabstellstandort,3,False,2019-09-24T11:53:05+00:00,,report_verification,,"52.5007009989492,13.3915579035675"
833,"Oranienstraße 162, 10969 Berlin",benötigte Fahrradabstellstandort,3,False,2019-09-24T11:54:05+00:00,,report_verification,,"52.5025273521767,13.4140132997438"
834,"Segitzdamm 2, 10969 Berlin",benötigte Fahrradabstellstandort,3,False,2019-09-24T11:55:03+00:00,,report_verification,,"52.5015197829602,13.4146654713698"
835,"Oranienplatz 15, 10999 Berlin",benötigte Fahrradabstellstandort,3,False,2019-09-24T11:56:29+00:00,,report_verification,,"52.5023600553702,13.4169816542641"
836,"Adalbertstraße 23, 10997 Berlin",benötigte Fahrradabstellstandort,2,False,2019-09-24T11:58:04+00:00,,report_verification,,"52.5023600553702,13.4169816542641"
837,"Cassonade, Oranienstr. 199, Berlin, 10997",benötigte Fahrradabstellort,2,False,2019-09-24T12:00:02+00:00,,report_verification,,"52.5000418183435,13.423946728653"
838,"Waldemarstraße 105, 10997 Berlin",benötigte Fahrradabstellort,2,False,2019-09-24T12:01:48+00:00,,report_verification,,"52.5014112204951,13.4279664041239"
839,"Pücklerstraße 30, 10997 Berlin",benötigte Fahrradabstellort,3,False,2019-09-24T12:03:43+00:00,,report_verification,,"52.5013900844658,13.4300113769906"
840,"Skalitzer Straße 94, 10997 Berlin",benötigte Fahrradabstellort,3,False,2019-09-24T12:05:55+00:00,,report_verification,,"52.4995673185769,13.4322775185778"
841,"Katzbachstraße 34, 10965 Berlin","Vor Katzbachstraße 34 und 35 gibt es kaum feste Objekte zum Anschließen. Es wurden bereits etliche Fahrräder entwendet. Kleine Innenhöfe meist vollgestellt und nicht direkt erreichbar (Treppen zum Hochparterre), für Kinder besonders schwer erreichba",3,False,2019-09-24T12:06:44+00:00,,report_verification,,"52.4905077166857,13.3767907864221"
842,"Zeughofstraße 20, 10997 Berlin",benötigte Fahrradabstellort,2,False,2019-09-24T12:07:26+00:00,,report_verification,,"52.4995673185769,13.4322775185778"
843,"Skalitzer Straße 75, 10997 Berlin",benötigte Fahrradabstellort,3,False,2019-09-24T12:08:17+00:00,,report_verification,,"52.50081416339,13.4403720007293"
844,"Köpenicker Straße 190, 10997 Berlin",benötigte Fahrradabstellort,4,False,2019-09-24T12:09:11+00:00,,report_verification,,"52.5017049974574,13.4404080593737"
845,"Blücherstraße 68, 10961 Berlin",benötigte Fahrradabstellort,3,False,2019-09-24T12:10:16+00:00,,report_verification,,"52.4961552513873,13.3900229505588"
846,"Mehringdamm 30, 10961 Berlin",benötigte Fahrradabstellort,3,False,2019-09-24T12:11:31+00:00,,report_verification,,"52.4944711516159,13.3873524660279"
847,"Blücherstraße 16, 10961 Berlin",benötigte Fahrradabstellstandort,2,False,2019-09-24T12:12:35+00:00,,report_verification,,"52.4951228376415,13.3974032523205"
848,"Mittenwalder Straße 6, 10961 Berlin",benötigte Fahrradabstellort,2,False,2019-09-24T12:14:09+00:00,,report_verification,,"52.4940250360198,13.3968695652827"
849,"Blücherstraße 24, 10961 Berlin",benötigte Fahrradabstellort,2,False,2019-09-24T12:15:36+00:00,,report_verification,,"52.4942456165664,13.3993597661104"
850,"Gneisenaustraße 92, 10961 Berlin",benötigte Fahrradabstellort,3,False,2019-09-24T12:17:46+00:00,,report_verification,,"52.4920322703795,13.3941625462257"
851,"Charlottenstraße 89, 10969 Berlin",benötigte Fahrradabstellort,3,False,2019-09-24T12:19:30+00:00,,report_verification,,"52.5056780006825,13.392609919815"
852,"Rudi-Dutschke-Straße 7, 10969 Berlin",die Nähe einer Firma,4,False,2019-09-24T12:21:01+00:00,,report_verification,,"52.5070210865082,13.3955496800409"
853,"Oranienstraße 119, 10969 Berlin",benötigte Fahrradabstellort,3,False,2019-09-24T12:22:28+00:00,,report_verification,,"52.5056368018023,13.4033919901281"
854,"Willibald-Alexis-Straße 43, 10965 Berlin",benötigte Fahrradabstellort,2,False,2019-09-24T12:23:36+00:00,,report_verification,,"52.4871470285929,13.3963120118072"
855,"Gärtnerstraße 19, 10245 Berlin","Ecke Ladenkino. Es gibt fast keine Möglichkit das Fahrrad anzuschliessen. Es dauert lange bis man etwas findet, oder ich lasse das Fahrrad einfach so.",1,False,2019-09-24T12:53:53+00:00,,report_verification,,"52.5119684100483,13.4614991160837"
856,"Bänschstraße 94, 10247 Berlin","Es gibt neunlich Sperrungen gegen Autos auf der Pettenkofer. Autos und LKws fahren in der mittlere Streife für Füßgänger. 
Bügeln könnten das verhindern",5,False,2019-09-24T12:58:07+00:00,,report_verification,,"52.5170445456205,13.4716441855601"
857,"Krossener Straße 7, 10245 Berlin","Es gibt eine Arztpraxis, eine LPG Bio Laden. Aber fast keine Möglichkeit das Fahrrad anzuschliessen",4,False,2019-09-24T13:01:15+00:00,,report_verification,,"52.5099855212006,13.4618978238764"
858,"Dudenstraße 78, 10965 Berlin",Mit dem neuen Studieredenwohnheim und der Fertigstellung des Lokdepots gibt es auf Höhe der Dudenstraße 80 einen enormen zusätzlichen Bedarf von Radbügeln,4,False,2019-09-24T14:57:30+00:00,,report_verification,,"52.4853654820189,13.3742247381937"
859,"Waschküche Dudenstraße, Dudenstraße 80, Berlin, 10965",Studentenwohnheim und tiefer gelegene Wohnungen. Heute insbesondere für Besuch noch fast keine Fahradstellplätze.,1,False,2019-09-24T16:00:15+00:00,,report_verification,,"52.485149010935,13.3739018259366"
860,"Graefestraße 82, 10967 Berlin","Um die Kreuzung herum gibt es viel Gastronomie, Publikumsverkehr und kaum Abstellmöglichkeiten.",12,False,2019-09-24T18:51:24+00:00,,report_verification,,"52.4938123537638,13.4184123569062"
861,"Pücklerstraße 21, 10997 Berlin","Ich bin Anwohnerin der Gegend um die Markthalle neun und Fahrradfahrerin. Es gibt schon viele Fahrradbügel. Danke. Aber es reicht nicht mehr. Nicht nur am Donnerstag. Die Anwohner benutzen auch viele Fahrräder, und brauchen Platz. Ich denke die Bürger",7,False,2019-09-24T20:13:15+00:00,,report_verification,,"52.5020612702517,13.4304750461142"
862,"Waldemarstraße 81, 10997 Berlin","Kommerzielle Anbieter haben Platz Ecke Marianenstrasse.
Anwohner und Besucher streiten um Strassenschilder.
Ist so nicht richtig!!",4,False,2019-09-24T20:26:10+00:00,,report_verification,,"52.5020471377832,13.4256254027574"
863,"Waldemarstraße 81, 10997 Berlin",Kommerzielle Verleiher haben Platz. Aber Besucher und Anwohner streiten um die Strassenschilder. Dringend gebraucht. Ein Gast.,5,False,2019-09-24T20:35:01+00:00,,report_verification,,"52.5019013831568,13.4255502748611"
864,"Kottbusser Damm 59, 10967 Berlin","Wenn keine Gerüste stehen, kaum eine Chance das Fahrrad gut anzuschliessen.",6,False,2019-09-24T20:53:07+00:00,,report_verification,,"52.4879795585871,13.4253228477038"
865,"Neue Bahnhofstraße 36, 10245 Berlin",Katastrophale Parksituation für Fahrräder am S-Bahnhof Ostkreuz.,12,False,2019-09-25T07:30:23+00:00,,report_verification,,"52.5043716256053,13.4679939796426"
866,"Katzbachstraße 35, 10965 Berlin",Wir brauchen Fahrradbügel - die Fahrräder werden uns ständig geklaut!,3,False,2019-09-25T07:35:14+00:00,,report_verification,,"52.4906085967497,13.3768243509281"
867,"Bergmannstraße 8, 10961 Berlin",Bitte die Parkplatznot vor den Supermärkten lindern durch mehr Fahrradbügel vor dem Nachbargrundstück.,12,False,2019-09-25T10:00:58+00:00,,report_verification,,"52.4896709388014,13.3893376017954"
868,"Bergmannstraße 87, 10961 Berlin",Vor der Marheineckehalle gibt es viel zu wenig sichere Abstellmöglichkeiten. Dadurch wild Parken und bei gutem Fahrradwetter kein Durchkommen zu Fuß.,12,False,2019-09-25T10:07:50+00:00,,report_verification,,"52.489077731614,13.3945718914451"
869,"Markgrafenstraße 20, 10969 Berlin",Als Radler*in stört mich die katastrophale Ständerversorgung vorm Arbeitsplatz. Aus Erfahrung fände ich eine ähnliche Aufteilung wie im Bild sinnvoll. B-Parken auch wegen Apotheke an der Ecke. Parklet macht Sinn wegen Rauchern vorm Haus,12,False,2019-09-25T10:27:18+00:00,,report_accepted,,"52.5074660420695,13.3943647559267"
870,"Skalitzer Straße 135, 10999 Berlin",nicht genug,8,False,2019-09-25T11:05:40+00:00,,report_verification,,"52.4992264354324,13.4190189422288"
871,"Ritterstraße 50, 10969 Berlin",Im Bereich der Ritterstraße 50 (s. angehängtes Foto) o. auch gegenüber im Bereich von 3 Altglas-Sammel-Containern gibt es sehr viele Stellplätze für PKW aber es fehlt zunehmend an nicht zuletzt auch verkehrssicheren Möglichkeiten zur Abstellung von,8,False,2019-09-25T11:56:46+00:00,,report_verification,,"52.5040124647467,13.4011211907482"
872,"Schlesische Straße 15, 10997 Berlin","Entlang der Schlesischen Straße werden sehr viel Fahrräder auf dem Gehweg abgestellt. Das verengt den Gehweg erheblich. (Beispielsweise an der hier gemeldet stelle.) Vor allem, weil die meisten Restaurants Teile des Gehweges nutzen. Hier sollten in reg",12,False,2019-09-25T12:09:20+00:00,,report_verification,,"52.499316669835,13.4450738503704"
873,"Oranienstraße 69, 10969 Berlin",,4,False,2019-09-25T12:25:50+00:00,,report_verification,,"52.5048058172419,13.4079789290402"
874,"Hasenheide 1, 10967 Berlin",Viel zu wenige und veraltete Ständer vor Karstadt und im weiteren Verlauf der Hasenheide (vor Restaurant Hamy etc) -> weg mit den Parkplätzen und Radbügel hin,12,False,2019-09-25T13:01:37+00:00,,report_verification,,"52.4866286382303,13.4237583843161"
875,"Möckernstraße 70, 10965 Berlin",Tanzschule mit ca 200 Personen am Tag,12,False,2019-09-25T16:31:55+00:00,,report_verification,,"52.4904610339599,13.379266506869"
876,"Möckernstraße 68, 10965 Berlin",beim tanzfabril,1,False,2019-09-25T18:21:39+00:00,,report_verification,,"52.4905561517227,13.3789761831474"
877,"Ritterstraße 50, 10969 Berlin","Bei uns ist einfach alles zugeparkt, so dass Fahrräder keinen Platz haben und man auch kaum sicher über die Straße kommt. Etwas Freiraum für Fahrräder wäre toll. Lieben Gruss",8,False,2019-09-25T19:28:07+00:00,,report_verification,,"52.5041162845047,13.4011997529764"
878,"Paul-Lincke-Ufer 40, 10999 Berlin","Viel Gastronomie, sehr viel Fussverkehr und ein schmaler Gehweg. Dort stehen immer sehr viele Fahrräder, teilweise ist kein Durchkommen.",12,False,2019-09-25T20:22:23+00:00,,report_verification,,"52.4960198971026,13.4223963736077"
911,"Katzbachstraße 35, 10965 Berlin","Vor Katzbachstraße 34 und 35 gibt es kaum feste Objekte zum Anschließen. Es wurden bereits etliche Fahrräder entwendet. Kleine Innenhöfe meist vollgestellt und nicht direkt erreichbar (Treppen zum Hochparterre), für Kinder besonders schwer. Fahrradb",4,False,2019-09-26T07:35:24+00:00,,report_verification,,"52.4906685271184,13.3769152214924"
912,"Möckernstraße 68, 10965 Berlin",,10,False,2019-09-26T07:39:43+00:00,,report_verification,,"52.4907012386134,13.3793274201831"
913,"Thaerstraße 20, 10249 Berlin",,4,False,2019-09-26T08:37:40+00:00,,report_verification,,"52.5201550215269,13.4546198927883"
914,"Markgrafenstraße 66, 10969 Berlin",Derzeit keine Abstellmöglichkeit für den Bio-Laden.,3,False,2019-09-26T10:01:24+00:00,,report_verification,,"52.5067673869205,13.3943414703582"
915,"Rudi-Dutschke-Straße 1, 10969 Berlin",Um das Rad auch bei der Physiopraxis sicher anschließen zu können.,2,False,2019-09-26T10:06:51+00:00,,report_verification,,"52.5069797634175,13.3974197674929"
916,"Wartenburgstraße 20, 10963 Berlin",Breiter Bürgersteig vor der Haustürnummer 20,6,False,2019-09-26T13:30:57+00:00,,report_verification,,"52.4952309899494,13.3825068953956"
917,"Wartenburgstraße 20, 10963 Berlin","Anstelle des Parkplatzes der parallel zur Straße läuft dieser ist ohnehin zu lang, die Mieter der Garagenausfahrt können diese nicht grade herausfahren (Parkplatz ist zu sehr versetzt) und reicht in den Fahrtweg. Da heutige Autos fast alle zu lang sin",5,False,2019-09-26T13:35:32+00:00,,report_verification,,"52.4952309899494,13.3825068953956"
918,"Wartenburgstraße 20, 10963 Berlin",Statt Parkplatz Fahrradständer plus auf Gehsteig weiter,8,False,2019-09-26T13:37:20+00:00,,report_verification,,"52.4952309899494,13.3825068953956"
919,"Wartenburgstraße 20, 10963 Berlin",Statt Parkplatz Bügel und weiter auf Gehsteig,8,False,2019-09-26T13:39:18+00:00,,report_verification,,"52.4952202431028,13.382452511041"
920,"Baruther Straße 11, 10961 Berlin","Hier sind die Hinterhöfe so klein, dass Fahrräder auf dem Gehweg abgestellt werden müssen.",5,True,2019-09-26T14:03:07+00:00,,report_verification,,"52.494108713335,13.3910967641691"
921,"Kottbusser Damm 93, 10967 Berlin","Hier sind viele Einkaufsmöglichkeiten, z. B. Bio Company, aber viel zu wenig Fahhradbügel!!!!",12,True,2019-09-26T15:33:17+00:00,,report_verification,,"52.4935574325461,13.4218538483237"
922,"Bernburger Straße 31, 10963 Berlin",Im Gebäude Bernburger Str 30/31 befindet sich ein Bildungsträger für berufliche Weiterbildung/ Umschulung. Derzeit werden die Fahrräder hier zumeist an einem nahe gelegenen Zaun angeschlossen. Fast direkt gegenüber befindet sich die St. Likas- Gemei,4,False,2019-09-26T16:01:33+00:00,,report_verification,,"52.5049246541403,13.3796246115348"
923,"Proskauer Straße 5, 10247 Berlin",Buchhandlung und daneben andere Läden und keine Abstellmöglichkeiten fürs Fahrrad.,3,False,2019-09-26T19:04:10+00:00,,report_verification,,"52.5160708704599,13.4607109504565"
924,"Arcadia Hotel Berlin, Frankfurter Allee 73 a, Berlin, 10247","Es braucht neben der Treppe, die zum Plaza runterführt, unbedingt feste Fahrradbügel.",12,False,2019-09-26T20:24:56+00:00,,report_verification,,"52.5151927605222,13.4682109244116"
925,"Lasdehner Straße 13, 10243 Berlin",Vor Hausnummer 5 kann ein Parkplatz zum Radparkplatz umgebaut werden,3,False,2019-09-26T21:13:06+00:00,,report_verification,,"52.5149083495759,13.4497323163794"
926,"Möckernstraße 68, 10965 Berlin",,2,False,2019-09-27T06:22:00+00:00,,report_verification,,"52.4906752603633,13.3792681907355"
927,"Graefestraße 16, 10967 Berlin",Mehrere Ladengeschäfte in deren Nähe mehr Parkmöglichkeiten für Räder notwendig sind,3,False,2019-09-27T07:41:21+00:00,,report_verification,,"52.493113294955,13.4177976183555"
928,"Solmsstraße 32, 10961 Berlin","Physiotherapie-Praxis, Kunst & Käse, Sprachwerk, Friseur etc. mit Kundenverkehr, daher einige Radstellplätze nötig",3,False,2019-09-27T07:46:38+00:00,,report_verification,,"52.4900504896431,13.3922797219233"
929,"Hasenheide 1, 10967 Berlin","Seiteneingang von Karstadt. Es gibt einige wenige, tw. unter Radleichen verborgenen Abstellmöglichkeiten. Räder müssen daher meist unangeschlossen und unübersichtlich auf dem Gehweg abgestellt werden.",10,False,2019-09-27T08:27:18+00:00,,report_verification,,"52.4867466629398,13.4238669810129"
930,"Reichenberger Straße 18, 10999 Berlin",In ubahnnähe werden viele Bügelgebraucht,12,False,2019-09-27T11:01:58+00:00,,report_verification,,"52.4985069094068,13.4190843565189"
931,"Großbeerenstraße 61, 10965 Berlin",Die Bügel sollten direkt vor dem Eingang vom Rewe eingerichtet werden,8,False,2019-09-27T12:44:33+00:00,,report_verification,,"52.4932653437819,13.3832672817773"
932,"Mehringdamm 121, 10965 Berlin",An der U-Bahn,8,False,2019-09-27T20:39:35+00:00,,report_verification,,"52.4860970988881,13.3863360798649"
933,"Hugendubel, Hermannplatz 1, Berlin, 10967","An der Kreuzung Urbanstraße/Hermannplatz gibt es keine Abstellmöglichkeiten und leider auch keine Parkplätze, die unkmopliziert umgewandelt werden könnten. Die Räder werden aber illegal halb auf dem ohne viel zu schmalen Radweg geparkt. Die Bushalte",6,False,2019-09-28T04:30:34+00:00,,report_verification,,"52.4878195222753,13.4248896688586"
934,"Urbanstraße 83, 10967 Berlin","An der Kreuzung Urbanstraße/Kottbusser Dam gibt es keine/kaum Abstellmöglichkeiten und leider auch keine Parkplätze, die unkmopliziert umgewandelt werden könnten. Bitte ggf. in Kooperation mit Neukölln lösen. Eventuell könnte auf der Mittelinsel d",6,False,2019-09-28T04:32:55+00:00,,report_verification,,"52.4881470143261,13.4248470604296"
935,"Falckensteinstraße 3, 10997 Berlin","Vor dem ""Delikato"" fehlen Abstellmöglichkeiten. Zudem können diese die Sichtachse verbessern, da die Falkensteinstraße hier stark zugeparkt wird.",10,False,2019-09-28T04:34:42+00:00,,report_verification,,"52.5001572010301,13.4440841179064"
936,"Schreinerstraße 55, 10247 Berlin","In der ganzen Straße, aber für mich persönlich an dieser Stelle fehlen Fahrradabstellmöglichkeiten. Hier können einzelne Parkbuchten gut umgewandelt werden. Bitte diese Meldung nicht nur auf diesen Fleck sonder auf die ganze Straße beziehen.",5,True,2019-09-28T04:38:36+00:00,,report_verification,,"52.5176002019714,13.4642489982466"
937,"Mehringplatz 28, 10969 Berlin",Vor dem Cafe MadaMe fehlen Fahrradbügel.,6,False,2019-09-28T04:47:00+00:00,,report_verification,,"52.4996752305041,13.3921066837402"
938,"Planufer, Berlin, 10967","Viele Leute kommen mit dem Fahrrad zur anliegenden Pizzeria, Kaffees und anderen Geschäften. Es fehlt massiv an Fahrradbügeln was dazu führt, dass Fußwege mit Rädern Zugepark werden. Auf der längsparkfläche südlich der Admiralbrücke wäre Platz",1,False,2019-09-28T07:10:13+00:00,,report_verification,,"52.4949320938935,13.4150981443024"
939,"Muskauer Straße 30, 10997 Berlin",Im Haus Muskauer Str 30 gibt es eine Kita. Oft werden die Lastenräder und Kinderfahrräder an den Fenstern des Hauses ( beschädigt die Fassade) angeschlossen. Auch im Haus werden Anhänger abgestellt. Der Gehweg ist sehr breit. Es gäbe genug Platz fü,10,False,2019-09-28T08:18:49+00:00,,report_verification,,"52.5032534489473,13.4259168031884"
940,"Petersburger Straße 4, 10249 Berlin","Der Gehweg ist im Moment zugeparkt mit Autos, die im oberen Bereich der Petersburger Straße fast den ganzen Gehweg einnehmen. Als Fußgänger hat man kaum Platz. Diese Autos stehen einfach überall. Auch im Halteverbot. Pseudoparkplätze weg und ein paa",5,False,2019-09-28T11:41:25+00:00,,report_verification,,"52.5252245816137,13.4479529072125"
941,"Yorckstraße 78, 10965 Berlin",Vor dem Rewe-City-Markt fehlen Fahrradbügel.,5,False,2019-09-28T11:46:17+00:00,,report_verification,,"52.4931503306084,13.3828968832261"
942,"Bergmannstraße 32, 10961 Berlin","Hier stehen oft Räder auf dem Gehweg, weil Anschlussmöglichkeiten fehlen.",4,False,2019-09-28T13:53:59+00:00,,report_verification,,"52.4887363829812,13.3975650550811"
943,"Körtestraße 10, 10967 Berlin",Auf diesem Abschnitt der Straße gibt es viel Gastronomie und keine Fahrradbügel. Es müsste über den Abschnitt verteilt mehrere neue Bügel geben.,7,False,2019-09-28T13:57:50+00:00,,report_verification,,"52.4911120039437,13.411289257215"
944,"Segitzdamm 56, 10969 Berlin",Hier gibt weit und breit keine Möglichkeit Fahrräder anzuschließen.,8,False,2019-09-28T17:33:57+00:00,,report_verification,,"52.4971789146041,13.4116220663625"
945,"Segitzdamm 48, 10969 Berlin",Wie überall am Segitzdamm gibt's keine ordentliche Möglichkeit die Räder anzuschließen.,8,False,2019-09-28T17:41:08+00:00,,report_verification,,"52.4979047292842,13.4120700775401"
946,"Möckernstraße 68, 10965 Berlin","Hier liegt den Tanzfabrik, eine sehr beliebter ort für alle Tänzer. Fast alle Tänzer sind mit fahrrad unterwegs.",6,False,2019-09-28T17:44:56+00:00,,report_verification,,"52.4905871799406,13.379229113557"
